OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
ANIK F1R,2005-036A,2026-09-20T12:59:20.967360,1.00272560,.000307,4.5502,75.3402,57.0697,314.5751,0,U,28868,999,4741,0,-.78E-6,0
NAVSTAR 57 (USA 183),2005-038A,2026-09-20T13:49:01.204896,2.00559241,.01287633,54.8072,269.3195,297.6879,58.9956,0,U,28874,999,15374,0,.26E-6,0
SYRACUSE 3A,2005-041B,2026-09-11T12:27:56.057184,1.00275934,.00024575,4.8548,74.7263,106.5771,42.9291,0,U,28885,999,7661,0,.114E-5,0
BEIJING 1,2005-043A,2026-09-20T22:23:46.802976,14.63579226,.00143421,98.3048,37.7537,347.5737,12.5109,0,U,28890,999,11465,.52937431E-4,.226E-5,0
SINAH 1,2005-043D,2026-09-20T22:22:27.174144,14.64211655,.00139211,98.2996,38.8917,341.4470,18.6223,0,U,28893,999,11453,.40587927E-4,.164E-5,0
CUBESAT XI-V,2005-043F,2026-09-20T09:13:34.241376,14.72835614,.00127889,98.3108,61.0906,262.9742,97.0011,0,U,28895,999,11576,.13772749E-3,.829E-5,0
INMARSAT 4-F2,2005-044A,2026-09-20T19:18:49.206816,1.00271574,.00025188,5.2186,43.7191,137.2404,251.9597,0,U,28899,999,7648,0,-.261E-5,0
COSMOS 2416 (RODNIK-S 1),2005-048A,2026-09-20T10:17:09.779424,12.55603284,.00072051,82.4641,246.7396,326.0380,148.4074,0,U,28908,999,95085,.13146067E-3,.32E-6,0
METEOSAT-9 (MSG-2),2005-049B,2026-09-19T13:46:02.839008,1.00277585,.0001874,9.5708,53.2063,351.9658,205.6064,0,U,28912,999,794,0,.122E-5,0
EUTELSAT 174A,2005-052A,2026-09-20T17:44:53.588832,1.00274915,.00060181,4.4538,75.2897,103.3602,261.2372,0,U,28924,999,5329,0,.7E-7,0
ECHOSTAR 10,2006-003A,2026-09-20T14:41:11.203008,1.00271293,.00026087,0.0390,342.7136,146.3960,340.5202,0,U,28935,999,7542,0,-.6E-6,0
SPAINSAT,2006-007A,2026-09-20T02:04:50.124864,1.00271816,.00048737,0.8014,84.8236,97.3917,177.7947,0,U,28945,999,7516,0,-.221E-5,0
JCSAT-5A,2006-010A,2026-09-20T19:47:02.243328,1.00270608,.00015116,1.3479,82.9304,54.5127,291.0944,0,U,29045,999,7472,0,-.331E-5,0
ASTRA 1KR,2006-012A,2026-09-20T17:00:42.824736,1.00271488,.0003544,0.7133,82.6127,94.1870,96.9780,0,U,29055,999,4665,0,.115E-5,0
RESURS-DK 1,2006-021A,2026-09-20T22:34:49.627488,15.13529508,.00050719,69.9300,91.6200,210.4348,149.6525,0,U,29228,999,11706,.8713349E-4,.1456E-4,0
GALAXY 16 (G-16),2006-023A,2026-09-20T14:44:25.891584,1.00271162,.00027315,0.0189,206.3201,337.6151,297.6880,0,U,29236,999,7393,0,-.131E-5,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-09-20T22:51:09.063936,14.64706990,.00154399,97.8343,83.7957,125.9575,30.5574,0,U,29268,999,7549,.33035164E-4,.131E-5,0
EUTELSAT 33F,2006-032A,2026-09-20T18:47:22.223040,1.00271690,.00033677,1.9012,81.0321,91.8032,141.7773,0,U,29270,999,4826,0,.152E-5,0
JCSAT-3A,2006-033A,2026-09-20T19:43:51.017664,1.00271183,.00024218,0.0259,267.0945,275.3593,241.2315,0,U,29272,999,4869,0,-.349E-5,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2026-09-20T21:27:38.454912,1.00272104,.00019274,2.0236,81.6370,145.9266,207.2146,0,U,29349,999,4227,0,-.361E-5,0
HINODE (SOLAR-B),2006-041A,2026-09-20T13:35:42.294336,14.68724921,.00170975,98.0551,278.3187,350.0383,10.0481,0,U,29479,999,6887,.64194462E-4,.325E-5,0
NAVSTAR 58 (USA 190),2006-042A,2026-09-19T11:23:54.732192,2.00565127,.01089645,54.7158,147.5934,57.3279,124.8096,0,U,29486,999,14628,0,-.2E-6,0
DIRECTV 9S,2006-043A,2026-09-20T17:48:38.229696,0.99097865,.00066792,2.6614,79.6435,193.9666,180.5264,0,U,29494,999,5234,0,-.107E-5,0
OPTUS D1,2006-043B,2026-09-20T19:21:11.479968,1.00272667,.00036496,3.2735,78.3962,94.8471,268.7508,0,U,29495,999,7308,0,-.186E-5,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2026-09-20T21:45:39.396672,15.17850060,.00037303,97.6286,305.7112,142.2565,217.8931,0,U,29505,999,8678,.15239487E-3,.3015E-4,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2026-09-20T23:31:33.396960,15.01483186,.00159174,97.6975,292.3721,107.8436,252.4526,0,U,29506,999,8511,.30720463E-4,.337E-5,0
DMSP 5D-3 F17 (USA 191),2006-050A,2026-09-20T23:35:41.420256,14.15009008,.00108263,98.7428,268.6136,137.7097,222.4914,0,U,29522,999,2597,.66202267E-4,.85E-6,0
BADR-4,2006-051A,2026-09-20T11:57:11.926944,1.00274174,.00049033,2.2435,79.9507,98.6091,34.6305,0,U,29526,999,5222,0,.152E-5,0
NAVSTAR 59 (USA 192),2006-052A,2026-09-20T03:35:20.675040,2.00563352,.00856679,54.9223,210.2449,91.1439,269.8237,0,U,29601,999,14531,0,0,0
WILDBLUE-1,2006-054A,2026-09-20T18:42:30.189312,0.99178406,.00048465,3.0432,79.2208,96.6643,120.5218,0,U,29643,999,5474,0,-.71E-6,0
LAPAN-TUBSAT,2007-001A,2026-09-21T00:08:52.745856,14.86028188,.00109147,98.1413,265.4267,230.6286,129.3962,0,U,29709,999,6538,-.31656546E-4,-.335E-5,0
THEMIS A,2007-004A,2026-09-18T16:54:25.458912,0.87844108,.83337113,9.3437,101.5119,217.6110,36.4797,0,U,30580,999,4210,0,-.446E-5,0
SKYNET 5A,2007-007B,2026-09-20T22:30:20.595168,1.00270527,.00034961,5.5381,72.5226,118.5359,241.5805,0,U,30794,999,7165,0,-.273E-5,0
THEMIS D,2007-004D,2026-09-20T05:03:47.593728,0.87844570,.83045033,8.2406,74.8181,246.6607,29.6464,0,U,30797,999,4191,0,-.459E-5,0
THEMIS E,2007-004E,2026-09-19T09:55:02.488800,0.87839719,.84172786,7.1241,90.9892,234.0701,25.4178,0,U,30798,999,6675,0,-.522E-5,0
ANIK F3,2007-009A,2026-09-20T10:32:32.821728,1.00271680,.00027287,1.4367,82.5530,84.5013,231.7331,0,U,31102,999,4751,0,-.5E-7,0
HAIYANG-1B,2007-010A,2026-09-20T15:43:08.208768,14.31046541,.00122716,98.3617,241.8487,280.0879,79.8920,0,U,31113,999,1429,.36026269E-4,.53E-6,0
SAUDISAT 3,2007-012B,2026-09-20T09:24:35.624736,14.71472701,.00133251,98.1554,213.8981,286.6405,73.3338,0,U,31118,999,4174,.34102802E-4,.16E-5,0
SAUDICOMSAT 7,2007-012C,2026-09-20T15:46:10.073856,14.66204807,.00542989,98.3903,239.8048,257.1529,102.3604,0,U,31119,999,3642,.68472159E-4,.33E-5,0
SAUDICOMSAT 6,2007-012E,2026-09-20T10:57:37.022400,14.62636003,.00723802,98.4225,232.8046,31.1097,329.4359,0,U,31121,999,3411,.86400514E-4,.402E-5,0
SAUDICOMSAT 5,2007-012H,2026-09-20T21:44:30.088320,14.68260161,.00471313,98.3616,240.7892,182.9358,177.1577,0,U,31124,999,3764,.62570434E-4,.313E-5,0
SAUDICOMSAT 3,2007-012J,2026-09-20T10:16:39.286272,14.70821928,.00402551,98.3268,240.8414,110.1269,250.4275,0,U,31125,999,3882,.78604551E-4,.432E-5,0
SAUDICOMSAT 4,2007-012L,2026-09-20T16:00:25.986816,14.64599318,.00625331,98.4110,238.2434,321.1587,38.5129,0,U,31127,999,3526,.7821343E-4,.373E-5,0
ASTRA 1L,2007-016A,2026-09-20T18:30:53.802720,1.00272386,.00048782,1.5610,80.5998,98.0157,74.2945,0,U,31306,999,4594,0,-.188E-5,0
GALAXY 17 (G-17),2007-016B,2026-09-20T14:48:25.509024,1.00272065,.00033504,3.2055,78.6249,126.1308,291.8798,0,U,31307,999,7076,0,-.209E-5,0
YAOGAN-2,2007-019A,2026-09-20T20:20:23.802144,14.82787232,.00198445,98.2497,127.5528,328.3714,31.6304,0,U,31490,999,4179,.57715875E-4,.41E-5,0
GLOBALSTAR M069,2007-020C,2026-09-20T23:08:25.691136,12.23475067,.0001524,52.0067,341.0400,355.5162,175.1516,0,U,31573,999,89052,.26504482E-3,-.64E-6,0
GLOBALSTAR M072,2007-020D,2026-09-20T08:45:27.753120,11.91659894,.00013291,51.9920,206.8559,111.2443,67.1804,0,U,31574,999,88632,-.20291837E-3,-.99E-6,0
COSMO-SKYMED 1,2007-023A,2026-09-20T23:12:34.135200,14.97467827,.00017694,97.8838,96.6559,81.1031,279.0391,0,U,31598,999,4412,.13443412E-3,.1505E-4,0
TERRASAR-X,2007-026A,2026-09-20T07:19:59.690208,15.19151762,.00015771,97.4472,269.6643,89.3022,270.8394,0,U,31698,999,6766,.1679836E-5,-.32E-6,0
COSMOS 2428,2007-029A,2026-09-20T03:36:23.808384,14.12977218,.0011164,70.9439,155.1169,322.7030,37.3315,0,U,31792,999,99156,.17300316E-4,-.16E-6,0
SAR-LUPE 2,2007-030A,2026-09-20T22:28:19.252416,15.63046931,.00036169,98.1090,21.3129,166.0113,194.1244,0,U,31797,999,7183,.27139411E-3,.24558E-3,0
WORLDVIEW-1 (WV-1),2007-041A,2026-09-20T22:16:55.574400,15.24660450,.00018937,97.3870,22.3061,87.5172,272.6283,0,U,32060,999,5746,.16100249E-3,.3905E-4,0
INTELSAT 11 (IS-11),2007-044B,2026-09-20T12:06:18.552960,0.99046709,.00076146,3.8062,77.4369,130.2225,39.7468,0,U,32253,999,6939,0,.78E-6,0
WGS F1 (USA 195),2007-046A,2026-09-20T18:25:46.794144,1.00271489,.00004011,0.0144,124.7014,48.3890,60.5135,0,U,32258,999,5329,0,-.271E-5,0
NAVSTAR 60 (USA 196),2007-047A,2026-09-20T10:59:45.742848,2.00551306,.01690016,54.1715,76.1414,89.6086,272.3740,0,U,32260,999,13872,0,.13E-6,0
GLOBALSTAR M066,2007-048C,2026-09-20T22:11:23.938368,12.30390829,.00039664,51.9576,143.0779,240.7666,132.7721,0,U,32265,999,87201,-.53159435E-4,-.101E-5,0
COSMOS 2433 [GLONASS-M],2007-052A,2026-09-20T04:11:56.255424,2.13104421,.00055767,65.5181,312.7330,228.0978,131.9278,0,U,32275,999,14708,0,-.27E-6,0
YAOGAN-3,2007-055A,2026-09-20T23:09:33.903936,14.91073202,.00018195,97.8113,292.8906,90.4602,269.6825,0,U,32289,999,2014,.11355642E-3,.1069E-4,0
SKYNET 5B,2007-056B,2026-09-20T05:03:55.082016,1.00272554,.00037202,5.4867,72.3169,112.6312,275.2324,0,U,32294,999,6915,0,.138E-5,0
ASTRA 4A,2007-057A,2026-09-20T16:56:35.719872,1.00269993,.00024942,0.0127,151.6624,30.5310,76.3580,0,U,32299,999,5260,0,0,0
COSMO-SKYMED 2,2007-059A,2026-09-20T23:00:17.946720,14.82152785,.00013339,97.8914,86.1935,91.5219,268.6147,0,U,32376,999,1619,.34817298E-4,.225E-5,0
RADARSAT-2,2007-061A,2026-09-20T23:13:46.653312,14.29980339,.0001209,98.5828,269.5489,89.1980,270.9340,0,U,32382,999,97964,.27709E-4,.28E-6,0
NAVSTAR 61 (USA 199),2007-062A,2026-09-20T18:36:53.227584,2.00565395,.00359458,54.9620,270.3018,170.2321,189.4367,0,U,32384,999,13742,0,.26E-6,0
HORIZONS-2,2007-063B,2026-09-20T13:08:57.545664,1.00270847,.0001457,2.8405,79.3690,107.0798,296.4493,0,U,32388,999,6877,0,-.257E-5,0
COSMOS 2434 [GLONASS-M],2007-065A,2026-09-18T02:43:23.244672,2.13101315,.00017515,64.3188,188.7833,40.2628,67.6000,0,U,32393,999,14575,0,0,0
COSMOS 2436 [GLONASS-M],2007-065C,2026-09-18T23:58:35.768640,2.13100111,.00174482,64.3275,188.8269,359.7210,199.4072,0,U,32395,999,14572,0,-.7E-7,0
THURAYA-3,2008-001A,2026-09-20T16:30:01.735776,1.00271545,.00023991,6.1495,35.8231,171.3029,103.6989,0,U,32404,999,6844,0,.8E-7,0
THOR 5,2008-006A,2026-09-20T20:20:16.034784,1.00272195,.00023887,0.0199,221.5150,314.7043,127.8376,0,U,32487,999,6827,0,-.13E-6,0
AMC-14,2008-011A,2026-09-20T20:35:21.511104,1.00436689,.00351099,24.1199,19.3634,1.2608,44.1052,0,U,32708,999,6913,0,-.356E-5,0
NAVSTAR 62 (USA 201),2008-012A,2026-09-19T20:49:24.559968,2.00552855,.0211483,54.5044,146.1407,248.5888,109.2123,0,U,32711,999,13565,0,-.17E-6,0
DIRECTV 11,2008-013A,2026-09-20T14:44:18.404160,1.00271838,.00003876,0.0394,4.7890,70.8080,45.8189,0,U,32729,999,4655,0,-.13E-5,0
ICO G1,2008-016A,2026-09-20T10:43:27.318144,1.00272681,.00022594,5.5435,35.8318,134.4399,257.1037,0,U,32763,999,6750,0,-.173E-5,0
VINASAT-1,2008-018A,2026-09-20T18:24:06.149376,1.00269140,.00019125,0.0136,169.4674,26.8583,211.3073,0,U,32767,999,6754,0,0,0
STAR ONE C2,2008-018B,2026-09-20T11:55:19.155072,1.00273450,.00024548,1.4766,81.3684,87.6918,304.1741,0,U,32768,999,6761,0,-.28E-5,0
CARTOSAT-2A,2008-021A,2026-09-20T23:04:57.963072,14.79333051,.00123185,97.7544,309.3584,153.3953,206.7893,0,U,32783,999,99296,.78307182E-4,.534E-5,0
CUTE-1.7+APD II (CO-65),2008-021C,2026-09-20T22:44:28.281120,15.10206438,.00103627,97.8387,247.4684,67.5393,292.6932,0,U,32785,999,99964,.1872658E-3,.2995E-4,0
CANX-2,2008-021H,2026-09-20T12:08:31.286688,15.06173876,.00116553,97.8749,245.2316,83.0220,277.2331,0,U,32790,999,99915,.21159291E-3,.3037E-4,0
SEEDS II (CO-66),2008-021J,2026-09-20T13:14:43.434240,15.35729789,.00023029,97.7575,266.2526,30.1974,329.9401,0,U,32791,999,190,.39424027E-3,.13623E-3,0
AMOS-3,2008-022A,2026-09-20T22:25:28.560576,1.00272769,.00020906,0.6946,84.6212,51.5201,278.0788,0,U,32794,999,8329,0,-.121E-5,0
GALAXY 18 (G-18),2008-024A,2026-09-20T16:20:09.214080,1.00272987,.00029879,0.0161,115.5911,58.8487,307.1827,0,U,32951,999,4681,0,.21E-6,0
YUBILEINY (RS30),2008-025A,2026-09-20T22:44:56.170176,12.43183033,.00207262,82.5014,295.8816,102.4662,257.8738,0,U,32953,999,83159,.10338166E-3,.24E-6,0
COSMOS 2437,2008-025B,2026-09-20T22:39:13.181184,12.42761132,.00216508,82.5000,297.9449,119.3412,0.7828,0,U,32954,999,83126,.31424681E-3,.54E-6,0
COSMOS 2438,2008-025C,2026-09-20T22:47:58.852608,12.43370459,.00224883,82.4993,293.2325,95.3569,265.0077,0,U,32955,999,83173,-.53450926E-4,.3E-7,0
COSMOS 2439,2008-025D,2026-09-20T22:46:25.140576,12.43071820,.00220648,82.5050,298.2757,105.4473,254.9046,0,U,32956,999,83161,.10590129E-3,.25E-6,0
FENGYUN 3A,2008-026A,2026-09-20T09:51:45.742176,14.19587637,.00080436,98.6940,202.4824,207.6284,152.4466,0,U,32958,999,94891,.36782613E-4,.34E-6,0
ZHONGXING-9,2008-028A,2026-09-20T22:29:28.178880,1.00274061,.000647,1.0060,83.9083,135.1473,210.5332,0,U,33051,999,6699,0,-.253E-5,0
FGRST (GLAST),2008-029A,2026-09-20T02:14:15.730368,15.24371776,.00080127,25.5821,265.2857,9.8768,350.1927,0,U,33053,999,1018,.83369499E-4,.2439E-4,0
SKYNET 5C,2008-030A,2026-09-20T20:15:31.490208,1.00272813,.0004906,4.0268,75.8351,112.6251,97.3870,0,U,33055,999,6691,0,-.142E-5,0
TURKSAT 3A,2008-030B,2026-09-20T15:24:37.039104,1.00270228,.00043565,0.0456,80.8498,78.6820,113.1646,0,U,33056,999,5331,0,.142E-5,0
ECHOSTAR 11,2008-035A,2026-09-20T11:28:44.463360,1.00278680,.00024566,1.2443,82.8952,85.0523,253.8387,0,U,33207,999,5216,0,-.63E-6,0
SUPERBIRD-C2,2008-038A,2026-09-20T19:46:44.978880,1.00273403,.00055682,2.6004,79.9809,70.4398,282.0043,0,U,33274,999,10668,0,-.309E-5,0
INMARSAT 4-F3,2008-039A,2026-09-20T11:34:43.160736,1.00274497,.00030375,4.3849,31.7580,165.2089,238.1261,0,U,33278,999,4750,0,-.142E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-09-20T23:23:04.612416,14.84168345,.00186651,97.6796,246.1720,179.2854,180.8391,0,U,33320,999,97261,.88290482E-4,.688E-5,0
HUANJING 1B (HJ-1B),2008-041B,2026-09-20T22:05:22.517664,14.83468028,.00348687,97.6628,248.9967,227.8388,131.9864,0,U,33321,999,97260,.82450314E-4,.632E-5,0
GEOEYE 1,2008-042A,2026-09-20T22:19:28.581888,14.64693060,.00057964,98.1256,336.7044,111.7251,248.4570,0,U,33331,999,96416,.44849954E-4,.191E-5,0
NIMIQ 4,2008-044A,2026-09-20T14:48:55.461312,1.00269635,.00019626,0.0336,95.8919,93.3035,310.5401,0,U,33373,999,6594,0,-.224E-5,0
GALAXY 19 (G-19),2008-045A,2026-09-20T13:02:20.680224,1.00271850,.00024973,0.0238,232.9573,310.1174,274.9573,0,U,33376,999,6585,0,-.143E-5,0
THEOS,2008-049A,2026-09-20T22:18:12.315744,14.20142285,.00012957,98.5473,318.0566,85.3530,274.7795,0,U,33396,999,93155,-.50109683E-4,-.149E-5,0
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2026-09-20T23:40:33.995712,15.17927482,.00121737,97.8352,300.6574,47.9295,312.2971,0,U,33408,999,97749,.16859447E-3,.3353E-4,0
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2026-09-20T22:39:33.444576,15.04513532,.00204574,97.8559,285.4259,78.3533,281.9987,0,U,33409,999,97714,.10425424E-3,.1401E-4,0
COSMO-SKYMED 3,2008-054A,2026-09-20T22:37:05.127744,15.07460042,.0014331,97.8149,124.0748,306.2897,53.7006,0,U,33412,999,97136,.16071213E-3,.2375E-4,0
SHIYAN-3 (SY-3),2008-056A,2026-09-20T19:02:38.841504,14.30827446,.00130405,98.6029,289.3843,208.8702,151.1761,0,U,33433,999,93247,.41119378E-4,.64E-6,0
CHUANGXIN 1-02 (CX-1-02),2008-056B,2026-09-21T00:08:03.439104,14.30168303,.00134654,98.6105,289.2993,215.2759,144.7533,0,U,33434,999,93231,-.34184746E-4,-.133E-5,0
ASTRA 1M,2008-057A,2026-09-20T18:43:30.093888,1.00275351,.00037421,0.5358,82.5660,95.8630,121.5461,0,U,33436,999,4669,0,.117E-5,0
YAOGAN-4,2008-061A,2026-09-20T10:04:18.100416,14.83348678,.00154622,97.9331,196.2436,117.4029,242.8760,0,U,33446,999,95978,.72816773E-4,.544E-5,0
EUTELSAT HOTBIRD 13C,2008-065A,2026-09-20T16:40:59.715840,1.00272117,.00036512,3.1888,77.9774,104.8922,16.6839,0,U,33459,999,4830,0,-.286E-5,0
GOSAT (IBUKI),2009-002A,2026-09-20T06:03:41.149440,14.67534295,.00015608,98.0963,13.1763,93.7563,266.3820,0,U,33492,999,94540,.60270802E-4,.294E-5,0
STARS (KUKAI),2009-002G,2026-09-20T09:28:48.171936,14.96308306,.00075533,98.1626,214.6670,208.2409,151.8403,0,U,33498,999,95271,.19806138E-3,.2176E-4,0
KKS-1 (KISEKI),2009-002H,2026-09-20T20:23:13.805376,14.83324572,.00076136,98.1164,187.8036,350.9655,9.1420,0,U,33499,999,95037,.1068742E-3,.82E-5,0
EXPRESS-AM44,2009-007A,2026-09-20T20:17:23.810208,1.00272610,.0003386,3.7023,77.1567,94.7481,121.2008,0,U,33595,999,5324,0,-.91E-6,0
NSS-9,2009-008A,2026-09-20T20:09:38.617056,1.00273766,.000216,1.5013,81.5259,86.4238,317.2809,0,U,33749,999,6448,0,.69E-6,0
TELSTAR 11N,2009-009A,2026-09-20T18:27:09.161856,1.00269813,.00025614,0.0230,173.1503,2.4640,63.2861,0,U,34111,999,4720,0,0,0
NAVSTAR 63 (USA 203),2009-014A,2026-09-20T12:09:42.995232,2.00569965,.0146338,54.4703,206.8359,61.6569,103.2299,0,U,34661,999,12819,0,-.7E-7,0
WGS F2 (USA 204),2009-017A,2026-09-20T19:19:38.637120,1.00267254,.00004618,0.0206,161.5295,1.3311,184.2507,0,U,34713,999,4657,0,0,0
SES-7 (PROTOSTAR 2),2009-027A,2026-09-20T21:27:38.454912,1.00270163,.00009174,0.0582,77.3595,164.7838,187.8156,0,U,34941,999,6358,0,-.349E-5,0
MEASAT-3A,2009-032A,2026-09-20T17:40:53.971392,1.00271526,.00019929,0.0431,1.4239,187.2918,236.1417,0,U,35362,999,898,0,-.115E-5,0
EWS-G3 (GOES 14),2009-033A,2026-09-20T22:25:36.048864,1.00070970,.00021988,1.9298,81.6822,93.0657,240.2123,0,U,35491,999,754,0,-.81E-6,0
FM-5,2009-034A,2026-09-20T19:56:00.642336,1.00273126,.00007534,0.0366,264.1745,168.4073,140.0116,0,U,35493,999,4760,0,-.205E-5,0
TERRESTAR-1,2009-035A,2026-09-20T11:26:48.450624,1.00271067,.00022062,5.2306,48.6556,110.0162,261.4208,0,U,35496,999,6309,0,-.58E-6,0
COSMOS 2451,2009-036A,2026-09-20T23:00:21.139200,12.40872118,.00067797,82.4903,32.9145,10.8288,349.2935,0,U,35498,999,77952,.7739666E-5,.11E-6,0
COSMOS 2453,2009-036C,2026-09-20T23:08:02.262912,12.41521629,.00062139,82.4915,28.3839,324.0641,36.0019,0,U,35500,999,77986,.20334217E-3,.37E-6,0
DEIMOS-1,2009-041A,2026-09-20T22:55:38.034048,14.75319970,.00005467,97.7537,57.1111,142.8250,217.2998,0,U,35681,999,92100,.9033358E-4,.564E-5,0
DUBAISAT-1,2009-041B,2026-09-20T15:50:03.543072,14.75257691,.0011514,98.0185,35.9514,121.0191,239.2150,0,U,35682,999,91917,.87484E-4,.541E-5,0
UK-DMC 2,2009-041C,2026-09-20T22:35:24.298944,14.76147402,.0001119,97.8969,36.6463,72.4530,287.6802,0,U,35683,999,92069,.8732044E-4,.553E-5,0
APRIZESAT 4,2009-041D,2026-09-19T22:15:52.391808,14.83994133,.0043494,98.1340,340.1032,16.0454,344.2126,0,U,35684,999,92541,.53568E-4,.394E-5,0
NANOSAT 1B,2009-041E,2026-09-20T13:54:12.947328,14.93319253,.00484857,98.1271,25.3451,209.0249,150.8272,0,U,35685,999,92865,.99426709E-4,.1E-4,0
APRIZESAT 3,2009-041F,2026-09-20T09:20:07.678464,14.96467373,.00627481,98.2191,61.2676,112.3577,248.4309,0,U,35686,999,93061,.1400825E-3,.1586E-4,0
ASIASAT 5,2009-042A,2026-09-20T22:31:50.451168,1.00270552,.00016942,0.0099,80.0475,105.4623,252.8052,0,U,35696,999,6267,0,-.311E-5,0
NAVSTAR 64 (USA 206),2009-043A,2026-09-20T08:45:33.307776,2.00576709,.00513018,56.2658,23.7215,86.2482,283.4615,0,U,35752,999,12527,0,-.77E-6,0
JCSAT-12 (JCSAT-RA),2009-044A,2026-09-20T18:24:06.146784,1.00270114,.000202,0.0327,272.2703,312.9919,182.4853,0,U,35755,999,6256,0,-.332E-5,0
OPTUS D3,2009-044B,2026-09-20T17:39:46.579392,1.00272705,.00042242,0.8053,267.9220,269.9045,242.9064,0,U,35756,999,6252,0,-.15E-5,0
NIMIQ 5,2009-050A,2026-09-20T13:09:12.522240,1.00273153,.00028012,0.0157,179.0396,359.0237,305.9914,0,U,35873,999,6230,0,-.261E-5,0
OCEANSAT-2,2009-051A,2026-09-20T23:46:13.789632,13.99665754,.00150632,98.2427,241.3168,328.3561,31.6699,0,U,35931,999,89273,-.36998446E-4,-.92E-6,0
SWISSCUBE,2009-051B,2026-09-20T11:15:16.617312,14.62630936,.00054607,98.3943,172.9788,280.6833,79.3753,0,U,35932,999,90308,.12248892E-3,.573E-5,0
BEESAT-1,2009-051C,2026-09-19T23:32:56.626080,14.61845269,.00041872,98.3868,171.9170,302.4264,57.6531,0,U,35933,999,90303,.10890099E-3,.495E-5,0
ITUPSAT1,2009-051E,2026-09-20T04:37:06.164544,14.60556516,.00065456,98.3947,171.2198,311.8090,48.2551,0,U,35935,999,90260,.10381171E-3,.456E-5,0
AMAZONAS 2,2009-054A,2026-09-20T13:09:12.522240,1.00271643,.0003314,2.0544,81.7074,91.5364,311.5139,0,U,35942,999,6214,0,-.263E-5,0
COMSATBW-1,2009-054B,2026-09-20T16:45:58.163904,1.00272285,.00030661,0.0247,153.9111,32.3903,127.7829,0,U,35943,999,6226,0,.2E-6,0
WORLDVIEW-2 (WV-2),2009-055A,2026-09-20T21:55:17.912064,14.37921218,.00032873,98.4714,336.0452,305.7050,54.3831,0,U,35946,999,88940,.28712834E-4,.43E-6,0
DMSP 5D-3 F18 (USA 210),2009-057A,2026-09-20T23:01:44.583456,14.14943334,.00108537,98.9158,244.5721,345.3714,14.7143,0,U,35951,999,87313,.94702261E-4,.138E-5,0
NSS-12,2009-058A,2026-09-20T19:19:38.637120,1.00272919,.00031696,0.0307,78.4990,59.7315,208.3871,0,U,36032,999,6187,0,.67E-6,0
THOR 6,2009-058B,2026-09-20T20:20:16.034784,1.00271413,.00018799,0.0083,163.2453,28.0423,112.6850,0,U,36033,999,6196,0,-.14E-6,0
SMOS,2009-059A,2026-09-20T12:55:36.069024,14.39767773,.00012659,98.4433,89.4894,78.2575,281.8755,0,U,36036,999,88717,.70491082E-4,.177E-5,0
PROBA-2,2009-059B,2026-09-20T11:50:39.655392,14.54895275,.00130519,98.2481,85.5532,351.9834,8.1152,0,U,36037,999,89538,.33812936E-4,.1E-5,0
POISK,2009-060A,2026-09-20T18:54:10.699776,15.49200337,.00048194,51.6308,186.9475,163.3027,196.8121,0,U,36086,999,58694,.14793154E-3,.7766E-4,0
SJ-11-01,2009-061A,2026-09-20T23:15:31.461696,14.63761440,.0012325,98.0174,242.2962,81.1173,5.2941,0,U,36088,999,89850,.36954752E-4,.146E-5,0
COSMOS 2455,2009-063A,2026-09-20T13:48:12.381120,13.97057649,.00056682,67.1501,20.9144,296.7043,63.3462,0,U,36095,999,85845,.12657597E-4,-.58E-6,0
INTELSAT 14 (IS-14),2009-064A,2026-09-20T16:42:14.596128,1.00271765,.0002449,0.1544,84.3373,93.4387,27.3850,0,U,36097,999,6156,0,-.277E-5,0
EUTELSAT 36B,2009-065A,2026-09-20T18:52:21.744192,1.00273665,.00057814,0.7253,81.1116,96.1676,155.9922,0,U,36101,999,6166,0,.108E-5,0
INTELSAT 15 (IS-15),2009-067A,2026-09-20T20:28:38.900928,1.00272481,.00023565,0.0192,94.7920,88.9954,208.2774,0,U,36106,999,4218,0,-.189E-5,0
WGS F3 (USA 211),2009-068A,2026-09-20T14:37:49.026144,1.00272538,.00004483,0.3071,84.9639,38.9784,332.7517,0,U,36108,999,4755,0,.17E-6,0
YAOGAN-7,2009-069A,2026-09-20T22:46:24.852864,14.78081857,.0025961,97.9909,149.1508,90.1973,270.2213,0,U,36110,999,90377,.39499516E-4,.234E-5,0
